map_size,num_agents,density,disjoint,heuristic,time_limit,cpu_time,h_time,h_cache,emvc_mvc_time,root_h_val,mdd_cache,mdd_time,expanded,generated
20,40,0.0,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,cg,60.0,3.4459917545318604,0.12903499603271484,11352.0,0.0,1.0,11160.0,0.49898338317871094,64.0,127.0
20,40,0.0,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,cg,60.0,3.6710004806518555,0.19899702072143555,20096.0,0.0,1.0,11608.0,0.6770048141479492,68.0,135.0
20,40,0.0,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,cg,60.0,8.879991054534912,0.2740478515625,20352.0,0.003999948501586914,2.0,19680.0,0.7529759407043457,176.0,351.0
20,40,0.0,False,cg,60.0,5.0050013065338135,0.3080880641937256,22368.0,0.0,1.0,19648.0,1.1210377216339111,91.0,181.0
20,40,0.0,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,cg,60.0,2.4939980506896973,0.07600855827331543,12152.0,0.0,0.0,12056.0,0.35101866722106934,68.0,135.0
20,40,0.0,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
